Sentence Index,Sentence,Word,POS Tag
204,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
204,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
204,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
205,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
205,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
205,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
205,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
206,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
206,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
206,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
206,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
206,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,গৈছিল।,UNK
207,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
207,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
207,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
207,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
208,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
208,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
208,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
208,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
209,আজিৰ দিনটো সুন্দৰ।,আজিৰ,NOUN
209,আজিৰ দিনটো সুন্দৰ।,দিনটো,UNK
209,আজিৰ দিনটো সুন্দৰ।,সুন্দৰ।,UNK
210,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
210,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
210,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
210,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
211,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
211,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
211,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
211,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
212,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
212,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
212,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
212,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
213,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
213,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
213,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
213,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
214,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
214,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
214,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
214,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
215,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
215,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
215,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
215,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
216,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
216,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
216,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
216,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
217,আজিৰ দিনটো সুন্দৰ।,আজিৰ,NOUN
217,আজিৰ দিনটো সুন্দৰ।,দিনটো,UNK
217,আজিৰ দিনটো সুন্দৰ।,সুন্দৰ।,UNK
218,মই বিয়লি চাহ খাব।,মই,PRON
218,মই বিয়লি চাহ খাব।,বিয়লি,VERB
218,মই বিয়লি চাহ খাব।,চাহ,UNK
218,মই বিয়লি চাহ খাব।,খাব।,UNK
219,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
219,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
219,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
219,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
220,মই বিয়লি চাহ খাব।,মই,PRON
220,মই বিয়লি চাহ খাব।,বিয়লি,VERB
220,মই বিয়লি চাহ খাব।,চাহ,UNK
220,মই বিয়লি চাহ খাব।,খাব।,UNK
221,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
221,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
221,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
221,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
222,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
222,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
222,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
222,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
223,আজিৰ দিনটো সুন্দৰ।,আজিৰ,NOUN
223,আজিৰ দিনটো সুন্দৰ।,দিনটো,UNK
223,আজিৰ দিনটো সুন্দৰ।,সুন্দৰ।,UNK
224,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
224,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
224,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
224,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
225,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
225,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
225,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
225,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
226,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
226,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
226,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
226,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
227,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
227,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
227,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
227,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
228,মই বিয়লি চাহ খাব।,মই,PRON
228,মই বিয়লি চাহ খাব।,বিয়লি,VERB
228,মই বিয়লি চাহ খাব।,চাহ,UNK
228,মই বিয়লি চাহ খাব।,খাব।,UNK
229,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
229,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
229,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
229,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
230,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
230,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
230,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
230,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
231,আজিৰ দিনটো সুন্দৰ।,আজিৰ,NOUN
231,আজিৰ দিনটো সুন্দৰ।,দিনটো,UNK
231,আজিৰ দিনটো সুন্দৰ।,সুন্দৰ।,UNK
232,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
232,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
232,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
232,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
233,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
233,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
233,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
233,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
234,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
234,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
234,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
234,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
235,মই বিয়লি চাহ খাব।,মই,PRON
235,মই বিয়লি চাহ খাব।,বিয়লি,VERB
235,মই বিয়লি চাহ খাব।,চাহ,UNK
235,মই বিয়লি চাহ খাব।,খাব।,UNK
236,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
236,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
236,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
236,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
236,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,গৈছিল।,UNK
237,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
237,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
237,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
237,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
238,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
238,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
238,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
238,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
239,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
239,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
239,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
239,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
240,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
240,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
240,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
240,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
241,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
241,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
241,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
241,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
242,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
242,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
242,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
242,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
243,বাপেকৰ নাম ৰমেশ।,বাপেকৰ,NOUN
243,বাপেকৰ নাম ৰমেশ।,নাম,UNK
243,বাপেকৰ নাম ৰমেশ।,ৰমেশ।,UNK
244,মই বিয়লি চাহ খাব।,মই,PRON
244,মই বিয়লি চাহ খাব।,বিয়লি,VERB
244,মই বিয়লি চাহ খাব।,চাহ,UNK
244,মই বিয়লি চাহ খাব।,খাব।,UNK
245,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ,NOUN
245,আমাৰ ঘৰখন বৰ ডাঙৰ।,ঘৰখন,UNK
245,আমাৰ ঘৰখন বৰ ডাঙৰ।,বৰ,NOUN
245,আমাৰ ঘৰখন বৰ ডাঙৰ।,ডাঙৰ।,UNK
246,মই বিয়লি চাহ খাব।,মই,PRON
246,মই বিয়লি চাহ খাব।,বিয়লি,VERB
246,মই বিয়লি চাহ খাব।,চাহ,UNK
246,মই বিয়লি চাহ খাব।,খাব।,UNK
247,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
247,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
247,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
247,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
248,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
248,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
248,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
248,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
249,বাপেকৰ নাম ৰমেশ।,বাপেকৰ,NOUN
249,বাপেকৰ নাম ৰমেশ।,নাম,UNK
249,বাপেকৰ নাম ৰমেশ।,ৰমেশ।,UNK
250,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
250,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
250,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
250,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
251,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
251,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
251,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
251,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
252,আজিৰ দিনটো সুন্দৰ।,আজিৰ,NOUN
252,আজিৰ দিনটো সুন্দৰ।,দিনটো,UNK
252,আজিৰ দিনটো সুন্দৰ।,সুন্দৰ।,UNK
253,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
253,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
253,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
253,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
254,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
254,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
254,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
254,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
254,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,গৈছিল।,UNK
255,বাপেকৰ নাম ৰমেশ।,বাপেকৰ,NOUN
255,বাপেকৰ নাম ৰমেশ।,নাম,UNK
255,বাপেকৰ নাম ৰমেশ।,ৰমেশ।,UNK
256,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
256,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
256,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
256,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
257,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
257,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
257,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
257,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
258,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
258,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
258,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
258,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
259,আজিৰ দিনটো সুন্দৰ।,আজিৰ,NOUN
259,আজিৰ দিনটো সুন্দৰ।,দিনটো,UNK
259,আজিৰ দিনটো সুন্দৰ।,সুন্দৰ।,UNK
260,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
260,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
260,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
260,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
261,আজিৰ দিনটো সুন্দৰ।,আজিৰ,NOUN
261,আজিৰ দিনটো সুন্দৰ।,দিনটো,UNK
261,আজিৰ দিনটো সুন্দৰ।,সুন্দৰ।,UNK
262,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
262,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
262,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
262,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
263,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
263,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
263,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
263,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
264,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
264,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
264,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
264,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
265,মই বিয়লি চাহ খাব।,মই,PRON
265,মই বিয়লি চাহ খাব।,বিয়লি,VERB
265,মই বিয়লি চাহ খাব।,চাহ,UNK
265,মই বিয়লি চাহ খাব।,খাব।,UNK
266,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
266,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
266,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
266,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
266,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,গৈছিল।,UNK
267,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
267,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
267,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
267,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
267,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,গৈছিল।,UNK
268,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
268,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
268,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
268,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
269,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
269,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
269,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
269,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
269,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,গৈছিল।,UNK
270,মই বিয়লি চাহ খাব।,মই,PRON
270,মই বিয়লি চাহ খাব।,বিয়লি,VERB
270,মই বিয়লি চাহ খাব।,চাহ,UNK
270,মই বিয়লি চাহ খাব।,খাব।,UNK
271,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
271,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
271,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
271,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
272,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
272,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
272,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
272,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
273,মই বিয়লি চাহ খাব।,মই,PRON
273,মই বিয়লি চাহ খাব।,বিয়লি,VERB
273,মই বিয়লি চাহ খাব।,চাহ,UNK
273,মই বিয়লি চাহ খাব।,খাব।,UNK
274,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
274,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
274,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
274,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
274,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,গৈছিল।,UNK
275,আজিৰ দিনটো সুন্দৰ।,আজিৰ,NOUN
275,আজিৰ দিনটো সুন্দৰ।,দিনটো,UNK
275,আজিৰ দিনটো সুন্দৰ।,সুন্দৰ।,UNK
276,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
276,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
276,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
276,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
277,বাপেকৰ নাম ৰমেশ।,বাপেকৰ,NOUN
277,বাপেকৰ নাম ৰমেশ।,নাম,UNK
277,বাপেকৰ নাম ৰমেশ।,ৰমেশ।,UNK
278,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
278,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
278,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
278,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
278,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,গৈছিল।,UNK
279,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
279,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
279,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
279,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
280,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
280,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
280,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
280,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
281,মই বিয়লি চাহ খাব।,মই,PRON
281,মই বিয়লি চাহ খাব।,বিয়লি,VERB
281,মই বিয়লি চাহ খাব।,চাহ,UNK
281,মই বিয়লি চাহ খাব।,খাব।,UNK
282,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
282,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
282,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
282,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
283,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
283,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
283,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
283,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
283,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,গৈছিল।,UNK
284,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
284,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
284,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
284,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
285,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
285,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
285,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
285,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
286,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
286,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
286,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
286,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
287,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ,NOUN
287,আমাৰ ঘৰখন বৰ ডাঙৰ।,ঘৰখন,UNK
287,আমাৰ ঘৰখন বৰ ডাঙৰ।,বৰ,NOUN
287,আমাৰ ঘৰখন বৰ ডাঙৰ।,ডাঙৰ।,UNK
288,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
288,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
288,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
288,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
289,বাপেকৰ নাম ৰমেশ।,বাপেকৰ,NOUN
289,বাপেকৰ নাম ৰমেশ।,নাম,UNK
289,বাপেকৰ নাম ৰমেশ।,ৰমেশ।,UNK
290,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
290,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
290,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
290,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
291,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
291,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
291,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
291,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
292,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
292,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
292,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
292,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
293,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
293,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
293,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
293,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
294,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
294,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
294,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
294,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
295,আজিৰ দিনটো সুন্দৰ।,আজিৰ,NOUN
295,আজিৰ দিনটো সুন্দৰ।,দিনটো,UNK
295,আজিৰ দিনটো সুন্দৰ।,সুন্দৰ।,UNK
296,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
296,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
296,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
296,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
297,মই বিয়লি চাহ খাব।,মই,PRON
297,মই বিয়লি চাহ খাব।,বিয়লি,VERB
297,মই বিয়লি চাহ খাব।,চাহ,UNK
297,মই বিয়লি চাহ খাব।,খাব।,UNK
298,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
